id_record,News_Title,Link,Source,Country_ID,Keyword
832,"Internet, Covid-19, and Human Trafficking",https://kumparan.com/geofannyadityo98/internet-covid-19-dan-human-trafficking-1xEkFu2kZ7l,kumparan.com - kumparan.com,ID,human trafficking
833,Social trafficking social issues,https://www.kompasiana.com/salsabillaafifahkurnia7469/61c094a106310e41800b91c3/isu-sosial-perdagangan-manusia,Kompasiana.com - Kompasiana.com,ID,human trafficking
834,"Beware of a job offer with a big salary, it can be a sign of human trafficking",https://www.pikiran-rakyat.com/nasional/pr-011843201/waspadai-tawaran-kerja-dengan-gaji-besar-bisa-jadi-tanda-perdagangan-manusia,Pikiran-Rakyat.com - Pikiran Rakyat,ID,human trafficking
835,"Countered victims, shipping PMI from NTT to Malaysia equivalent to human trafficking",https://m.jpnn.com/news/korban-berjatuhan-pengiriman-pmi-asal-ntt-ke-malaysia-setara-perdagangan-manusia,JPNN.com,ID,human trafficking
836,Cases of human trafficking in Vietnam increase in the middle of the Covid-19 pandemic,https://www.dw.com/id/perdagangan-manusia-di-vietnam-meningkat-di-tengah-pandemi-covid-19/a-57865949,DW (Bahasa Indonesia),ID,human trafficking
837,The National Human Rights Commission in the alleged trade in the case of a human cage case this week,https://nasional.tempo.co/read/1558958/komnas-ham-dalami-dugaan-perdagangan-orang-kasus-kerangkeng-manusia-pekan-ini,Nasional Tempo,ID,human trafficking
838,Police Investigate Alleged Human Trafficking Rohingya Refuge in Aceh,https://www.cnnindonesia.com/nasional/20220101193449-12-741431/polisi-selidiki-dugaan-human-trafficking-pengungsi-rohingya-di-aceh,CNN Indonesia,ID,human trafficking
839,The procession of the 'embezzlement' of four men suspected human trafficking in the middle of the covid pandemic in China,https://www.bbc.com/indonesia/majalah-59824894,BBC News Indonesia,ID,human trafficking
840,Prospective illegal workers entered Malaysia as tourists after Eid,https://dunia.tempo.co/read/1582566/calon-pekerja-ilegal-masuk-malaysia-sebagai-turis-setelah-lebaran,Dunia Tempo,ID,illegal worker
841,"Fighting Illegal Migrant Workers Syndicate, BP2MI Tightens Placement Companies",https://nasional.okezone.com/read/2022/04/17/337/2580388/berantas-sindikat-pekerja-migran-ilegal-bp2mi-perketat-perusahaan-penempatan,Okezone News,ID,illegal worker
842,"Demi work in Australia, 26 candidates for illegal migrant workers deposited Rp. 90 million to the distributor",https://regional.kompas.com/read/2022/04/18/185958078/demi-kerja-di-australia-26-calon-pekerja-migran-ilegal-setor-uang-rp-90?page=all,Kompas.com - Kompas.com,ID,illegal worker
843,"Eradicate Illegal TKI Recruitment Syndicate, Migrant Care: The main actor and its corporations have not been touched",https://regional.kompas.com/read/2022/03/23/181320878/memberantas-sindikat-perekrutan-tki-ilegal-migrant-care-aktor-utama-dan?page=all,Kompas.com - Kompas.com,ID,illegal worker
844,DPR members asked illegal migrant workers from Bali to return to their homeland,https://radarbali.jawapos.com/berita-daerah/dwipa/17/04/2022/anggota-dpr-minta-pekerja-migran-ilegal-asal-bali-pulang-ke-tanah-air,Radar Bali,ID,illegal worker
845,Police Track Recruiters 21 illegal workers from NTT who were promised to work in East Kalimantan,https://regional.kompas.com/read/2022/03/29/083454378/polisi-lacak-perekrut-21-pekerja-ilegal-asal-ntt-yang-dijanjikan-kerja-di,Kompas.com - Kompas.com,ID,illegal worker
846,"Illegal Padas Stone Mining Workers in Gianyar Killed, Police Seal Location",https://bali.inews.id/berita/pekerja-tambang-batu-padas-ilegal-di-gianyar-tewas-polisi-segel-lokasi,iNews.id,ID,illegal worker
847,101 Illegal Migrant Workers Deported by Malaysia arrived at Parepare Port,https://www.detik.com/sulsel/berita/d-6023402/101-pekerja-migran-ilegal-dideportasi-malaysia-tiba-di-pelabuhan-parepare,detikcom,ID,illegal worker
848,30 illegal immigrant workers failed to go to Malaysia,https://news.okezone.com/read/2022/04/04/340/2573202/30-pekerja-imigran-ilegal-gagal-berangkat-ke-malaysia,Okezone.com,ID,illegal worker
849,"Tugboat ""caught fire when the diesel fuel in Jambi, the alleged illegal fuel was investigated",https://www.kompas.id/baca/nusantara/2022/04/19/tugboat-terbakar-saat-isi-solar-di-muaro-jambi-dugaan-bbm-ilegal-diselidiki,kompas.id,ID,illegal worker
850,Smudpers of 25 illegal migrant workers from Lebak to Australia were thwarted,https://news.detik.com/berita/d-5997582/penyeludupan-25-pekerja-migran-ilegal-asal-lebak-ke-australia-digagalkan,detikNews,ID,illegal worker
851,"Immediately created jobs in the area, preventing delivery of illegal migrant workers",https://www.tribunnews.com/kilas-kementerian/2022/03/21/segera-ciptakan-lapangan-kerja-di-daerah-cegah-pengiriman-pekerja-migran-ilegal,Tribunnews.com,ID,illegal worker
852,"Economy Gig Phenomenon, Migrant Workers Magnet, Between Blessings and Disasters",https://www.kompasiana.com/www.acehdigest.com/625e9dcc3794d107e17e84f3/thr-kompasiana-dilema-pekerja-imigran-gaji-besar-dan-bahaya-perdagangan-manusia,Kompasiana.com - Kompasiana.com,ID,illegal worker
853,"Illegal PMI only benefits the employer, this is the advice of BP2MI Nunukan",https://pusaranmedia.com/read/9780/pmi-ilegal-hanya-untungkan-majikan-ini-saran-bp2mi-nunukan,PusaranMedia.com,ID,illegal worker
854,5 therapists from Bali are secured by Sri Lanka Immigration Officers,https://daerah.sindonews.com/read/747943/174/5-terapis-asal-bali-diamankan-petugas-imigrasi-sri-lanka-1650369879,SINDOnews,ID,illegal worker
855,"About Talkan Tki in Turkey, BP2MI Lampung: It is confirmed to depart the illegal path",https://kumparan.com/lampunggeh/soal-tki-telantar-di-turki-bp2mi-lampung-dipastikan-berangkat-jalur-ilegal-1xuGr34lc9r,kumparan.com - kumparan.com,ID,illegal worker
856,140 illegal PMI deported from Malaysia to Tanjungpinang,https://www.tvonenews.com/daerah/sumatera/36773-140-pmi-ilegal-dideportasi-dari-malaysia-ke-tanjungpinang,tvOneNews.com,ID,illegal worker
857,Police Set 5 Suspects of Ship Frankly 86 Illegal Tki,https://www.cnnindonesia.com/nasional/20220325010436-12-775872/polisi-tetapkan-5-tersangka-kapal-karam-angkut-86-tki-ilegal,CNN Indonesia,ID,illegal worker
858,TNI Al again failed to depart illegal migrant workers to Malaysia,https://daerah.sindonews.com/read/719833/174/tni-al-kembali-gagalkan-pemberangkatan-pekerja-migran-ilegal-ke-malaysia-1647907393,SINDOnews,ID,illegal worker
859,"Encourage productive and successful PMI, NTB Disnakertrans degree training",https://lombokpost.jawapos.com/ntb/19/04/2022/dorong-pmi-produktif-dan-sukses-disnakertrans-ntb-gelar-pelatihan/,Lombok Post,ID,illegal worker
860,Seconds in the arrest of fishermen slappkan illegal migrant workers from Malaysia,https://daerah.sindonews.com/read/742231/717/detik-detik-penangkapan-kapal-nelayan-seludupkan-tki-ilegal-dari-malaysia-1649844291,SINDOnews,ID,illegal worker
861,Illegal coal mine in the Sanggo block belonging to Perhutani swallow victims,https://86news.co/2022/04/19/tambang-batu-bara-ilegal-di-blok-sanggo-milik-perhutani-telan-korban/,Telusur Kabar Patroli - 86News,ID,illegal worker
862,Customs confiscated 1 million illegal Chinese import cigarettes for morowali workers,https://www.cnnindonesia.com/ekonomi/20220323071202-92-774953/bea-cukai-sita-1-juta-rokok-impor-china-ilegal-untuk-pekerja-morowali,CNN Indonesia,ID,illegal worker
863,"Raiding for illegal alcoholic storage houses, Kediri City Police Discover 140 Ciu Jerigen",https://jatim.inews.id/berita/gerebek-rumah-penyimpanan-miras-ilegal-polres-kediri-kota-temukan-140-jerigen-ciu,iNews Jatim,ID,illegal worker
864,Lanyalla asked the government to try the return of illegal PMI,https://news.detik.com/berita/d-6019112/lanyalla-minta-pemerintah-upayakan-kepulangan-pmi-ilegal,detikNews,ID,illegal worker
865,10 candidates for illegal migrant workers from Jember were thwarted out of the country,https://surabaya.tribunnews.com/2022/03/28/10-orang-calon-pekerja-migran-ilegal-asal-jember-digagalkan-berangkat-keluar-negeri,Surya.co.id,ID,illegal worker
866,"Chinese TKA in Loreng Uniform in Aceh, TNI Take Action",https://www.cnnindonesia.com/nasional/20220419064120-20-786405/tka-china-berseragam-loreng-di-aceh-tni-ambil-tindakan,CNN Indonesia,ID,illegal worker
867,DPR RI Members Encourage Prevention of Illegal Migrant Workers from Bali,https://kumparan.com/kanalbali/anggota-dpr-ri-dorong-pencegahan-pekerja-migran-ilegal-dari-bali-1xoEtX7xZcO,kumparan.com - kumparan.com,ID,illegal worker
868,Acing claimed to be smuggled illegal migrant workers 4 times a month to Malaysia,https://www.batamnews.co.id/berita-87716-acing-mengaku-selundupkan-tki-ilegal-4-kali-sebulan-ke-malaysia.html,Batamnews,ID,illegal worker
869,Police Thwart Shipping 30 Candidates for Illegal Migrant Workers to Malaysia,https://ihram.republika.co.id/berita/r9te8z436/polisi-gagalkan-pengiriman-30-calon-pekerja-migran-ilegal-ke-malaysia,Jurnal Haji,ID,illegal worker
870,"18 Bodies of West Papua's illegal mining workers arrived at Kupang Airport, Family Cries flooded",https://www.laros.id/nasional/pr-2393216210/18-jenazah-pekerja-tambang-ilegal-papua-barat-tiba-di-bandara-kupang-tangis-keluarga-membanjiri,Laros Media - Laros Media,ID,illegal worker
871,The death of PMI sailor and fisheries reached 5.3 thousand people,https://www.indopos.co.id/nasional/2022/04/18/kematian-pmi-pelaut-dan-perikanan-capai-53-ribu-orang/,www.indopos.co.id - INDOPOS,ID,illegal worker
872,"Main cheat of Pertamina ship, 2,520 liters of diesel fuel for illegal, the country lost Rp. 710 million",https://kaltimkece.id/warta/hukum/main-curang-oknum-kapal-pertamina-2520-liter-solar-dijual-ilegal-negara-rugi-rp-710-juta,Kaltimkece,ID,illegal worker
873,Head of BP2MI: There is an actor who is a mafia of smuggling migrant workers,https://jateng.tribunnews.com/2022/04/14/kepala-bp2mi-ada-oknum-beratribut-yang-menjadi-mafia-penyelundupan-pekerja-migran,Tribun Jateng,ID,illegal worker
874,"4,240 personnel deployed to secure the Passal worship in North Sumatra",https://www.detik.com/sumut/berita/d-6035032/4240-personel-dikerahkan-amankan-ibadah-paskah-di-sumut,detikcom,ID,illegal worker
875,"Illegal gold mining in Kuansing, again disciplined in the village of Sungai Keranji, Singingi District",https://www.riauone.com/riau/Penambangan-Emas-Ilegal-di-Kuansing--Kembali-ditertibkan-di-Desa-Sungai-Keranji-Kecamatan-Singingi,Riau One,ID,illegal worker
876,6 gold miners without permission at Goa Boma Bengkayang allegedly died buried soil while working,https://pontianak.tribunnews.com/2022/04/18/6-penambang-emas-tanpa-izin-di-goa-boma-bengkayang-diduga-meninggal-tertimbun-tanah-saat-bekerja,Tribun Pontianak,ID,illegal worker
877,"Lost contact with his son PMI in Saudi Arabia 19 years, this mother in Cianjur asked for help",https://bandung.kompas.com/read/2022/04/19/070118478/hilang-kontak-dengan-anaknya-pmi-di-arab-saudi-19-tahun-ibu-di-cianjur-ini,Kompas.com - Kompas.com,ID,illegal worker
878,Lanyalla asked the government to order illegal Indonesian migrant workers due to state loss,https://news.detik.com/berita/d-5888816/lanyalla-minta-pemerintah-tertibkan-tki-ilegal-karena-rugikan-negara,detikNews,ID,illegal worker
879,Illegal TKI Dimmedi Big Salary in Malaysia But Pay IDR 10 Million to Brokers,https://news.detik.com/berita/d-5874338/tki-ilegal-diimingi-gaji-besar-di-malaysia-tapi-bayar-rp-10-juta-ke-calo,detikNews,ID,illegal worker
880,Smuggling 11 Candidates for Illegal Workers to Malaysia Successfully Thused |Merdeka.com,https://www.merdeka.com/peristiwa/penyelundupan-11-calon-pekerja-ilegal-ke-malaysia-berhasil-digagalkan.html,Merdeka.com,ID,illegal worker
881,Ministry of Communication and Informatics,https://www.kominfo.go.id/content/detail/40580/pemerintah-perkuat-penanganan-pekerja-migran-ilegal-dan-perdagangan-orang/0/berita,Kementerian Komunikasi dan Informatika,ID,illegal worker
882,Malaysia Extends Repatriation of Illegal Workers Until June 2022,https://www.antaranews.com/berita/2602897/malaysia-perpanjang-pemulangan-pekerja-ilegal-hingga-juni-2022,ANTARA,ID,illegal worker
883,BP2MI Pontianak Thwules Shipping of Candidates for Illegal Workers,https://www.republika.co.id/berita/qzl3sv459/bp2mi-pontianak-gagalkan-pengiriman-calon-pekerja-ilegal,Republika Online,ID,illegal worker
884,Dumai Regional Police Thwart Shipping 28 Illegal Migrant Workers,https://www.republika.co.id/berita/r5wvb8368/polres-dumai-gagalkan-pengiriman-28-pekerja-migran-ilegal,Republika Online,ID,illegal worker
885,"About illegal migrant workers, KSAL: Capture before they leave",https://nasional.kompas.com/read/2022/03/02/16240481/soal-pekerja-migran-ilegal-ksal-tangkap-sebelum-mereka-berangkat,Kompas.com - Nasional Kompas.com,ID,illegal worker
886,Illegal bali migrant workers from Ukraine home this way,https://bali.jpnn.com/bali-terkini/13808/tki-ilegal-bali-dari-ukraina-pulang-dengan-cara-ini,JPNN.com Bali,ID,illegal worker
887,Duh!5.3 million Indonesian migrant workers are illegal,https://ekonomi.bisnis.com/read/20210514/12/1393831/duh-53-juta-pekerja-migran-indonesia-berstatus-ilegal,Bisnis.com,ID,illegal worker
888,"Sidak in South Jakarta, the Ministry of Manpower secured 61 candidates for illegal TKI to Australia",https://news.detik.com/berita/d-5888842/sidak-di-jaksel-kemnaker-amankan-61-calon-tki-ilegal-ke-australia,detikNews,ID,illegal worker
889,The Ministry of Manpower's follow-up the perpetrators of the placement of illegal TKIs,https://www.cnnindonesia.com/ekonomi/20220317202237-92-772847/kemnaker-tindak-tegas-pelaku-penempatan-tki-ilegal,CNN Indonesia,ID,illegal worker
890,The migrant worker task force failed the departure of 59 illegal migrant workers in Bekasi,https://www.republika.co.id/berita/r4h8h3384/satgas-pekerja-migran-gagalkan-pemberangkatan-59-tki-ilegal-di-bekasi,Republika Online,ID,illegal worker
891,Police Rebuah Ringkus One Distributor of Illegal TKI to Malaysia,https://www.cnnindonesia.com/nasional/20220106140905-12-743380/polisi-kembali-ringkus-satu-penyalur-tki-ilegal-ke-malaysia,CNN Indonesia,ID,illegal worker
892,'Illegal migrant workers' became victims of shipwrecks in Malaysia: 'shortcuts' that involve 'mafia' and 'syndicates' smuggling people,https://www.bbc.com/indonesia/indonesia-59686474,BBC News Indonesia,ID,illegal worker
893,Investigation of TNI AL Find a Warrior House to be an illegal worker shelter,https://sulsel.suara.com/read/2022/01/05/172409/investigasi-tni-al-temukan-rumah-prajurit-jadi-tempat-penampungan-pekerja-ilegal,SuaraSulsel.ID,ID,illegal worker
894,The Indonesian Navy failed to smuggle 34 illegal migrant workers to Malaysia,https://nasional.kompas.com/read/2022/02/08/11071571/tni-al-gagalkan-penyelundupan-34-pekerja-migran-ilegal-ke-malaysia,Kompas.com - Nasional Kompas.com,ID,illegal worker
895,"Prevent illegal migrant workers, BP2MI will involve babinsa",https://nasional.tempo.co/read/1553274/cegah-pekerja-migran-ilegal-bp2mi-akan-libatkan-babinsa,Nasional Tempo,ID,illegal worker
896,Immigration of Soekarno-Hatta Airport failed the departure of 170 illegal migrant workers,https://metro.tempo.co/read/1552443/imigrasi-bandara-soekarno-hatta-gagalkan-keberangkatan-170-pekerja-migran-ilegal,Metro Tempo,ID,illegal worker
897,BP2MI Call 80 Percent of Illegal Migrant Workers Victims of Syndicate and Mafia |Merdeka.com,https://www.merdeka.com/peristiwa/bp2mi-sebut-80-persen-pekerja-migran-ilegal-korban-sindikat-dan-mafia.html,Merdeka.com,ID,illegal worker
898,"7 Women's illegal worker failed to go to Singapore, BP2MI NTB: We have returned",https://bali.jpnn.com/nusra/9691/7-perempuan-pekerja-ilegal-gagal-berangkat-ke-singapura-bp2mi-ntb-sudah-kami-pulangkan,JPNN.com Bali,ID,illegal worker
899,Six illegal migrant workers died from his shipwreck in Johor,https://www.antaranews.com/berita/2651245/enam-tki-ilegal-meninggal-akibat-kapalnya-karam-di-johor,ANTARA,ID,illegal worker
900,Illegal TKI Workers' Shelter House in Tumapel Raided by Police,https://radargresik.jawapos.com/pojok-perkoro/09/12/2021/rumah-penampungan-pekerja-tki-ilegal-di-tumapel-digerebek-polisi/,Radar Gresik,ID,illegal worker
901,The Indonesian Navy failed to smuggle 52 illegal migrant workers to Malaysia,https://nasional.kompas.com/read/2022/01/07/20574071/tni-al-gagalkan-penyelundupan-52-pekerja-migran-ilegal-ke-malaysia?page=all,Kompas.com - Nasional Kompas.com,ID,illegal worker
902,The departure flow of illegal PMI victims to Turkey |Merdeka.com,https://www.merdeka.com/peristiwa/alur-pemberangkatan-korban-pmi-ilegal-ke-turki.html,Merdeka.com,ID,illegal worker
903,BP2MI Records Nearly 5 Million Migrant Workers Departed Illegally |Merdeka.com,https://www.merdeka.com/peristiwa/bp2mi-catat-hampir-5-juta-pekerja-migran-diberangkatkan-secara-ilegal.html,Merdeka.com,ID,illegal worker
904,BP2MI Thwarted Smuggling 21 Illegal Indonesian Migrant Workers to the Middle East |Merdeka.com,https://www.merdeka.com/peristiwa/bp2mi-gagalkan-penyelundupan-21-pekerja-migran-indonesia-ilegal-ke-timur-tengah.html,Merdeka.com,ID,illegal worker
905,"Failed to leave for the Middle East, 54 candidates for illegal migrant workers from NTB were sent home",https://regional.kompas.com/read/2022/01/13/145322978/gagal-berangkat-ke-timur-tengah-54-calon-pekerja-migran-ilegal-asal-ntb?page=all,Kompas.com - Kompas.com,ID,illegal worker
906,"Run Business Distribution of illegal TKIs, Couples in Tangerang Arrested |Merdeka.com",https://www.merdeka.com/peristiwa/jalankan-bisnis-penyaluran-tki-ilegal-pasutri-di-tangerang-ditangkap.html,Merdeka.com,ID,illegal worker
907,"Desperate to Malaysia illegally, 38 prospective workers were netted by BP2MI raids",https://www.niaga.asia/nekat-ke-malaysia-secara-ilegal-38-calon-pekerja-terjaring-razia-bp2mi/,Niaga Asia,ID,illegal worker
908,"Police Thwart the smuggling of 20 candidates for illegal TKI to Malaysia, 2 people were made suspects",https://voi.id/berita/134395/polisi-gagalkan-penyelundupan-20-calon-tki-ilegal-ke-malaysia-2-orang-dijadikan-tersangka,VOI.ID,ID,illegal worker
909,The West Manggarai Regional Police are endus the alleged departure of illegally interperrand workers,https://labuanbajoterkini.pikiran-rakyat.com/peristiwa/pr-1643826778/polres-manggarai-barat-endus-dugaan-pemberangkatan-pekerja-antarpulau-secara-ilegal,Labuan Bajo Terkini - Labuan Bajo,ID,illegal worker
910,"Had become a police fugitive, Nurbaeti brokers hundreds of illegal migrant workers were arrested",https://news.detik.com/berita/d-5742394/sempat-jadi-buron-polisi-nurbaeti-calo-ratusan-tki-ilegal-ditangkap,detikNews,ID,illegal worker
911,133 Candidates for illegal migrant workers from NTB were arrested while entering Malaysia,https://bali.bisnis.com/read/20211130/537/1472038/133-calon-pekerja-migran-ilegal-asal-ntb-ditangkap-saat-masuk-malaysia,Bali - Bisnis.com,ID,illegal worker
912,"Departing through the illegal route, Migrant Workers from Garut are difficult to register |Merdeka.com",https://www.merdeka.com/peristiwa/berangkat-lewat-jalur-ilegal-pekerja-migran-asal-garut-sulit-terdata.html,Merdeka.com,ID,illegal worker
913,The Indonesian Navy again failed to smuggle illegal migrant workers,https://www.kompas.id/baca/polhuk/2022/03/01/tni-al-kembali-gagalkan-penyelundupan-pekerja-migran-ilegal,kompas.id,ID,illegal worker
914,"Police Arrest Mixed Illegal Migrant Workers in Tulungagung, Tens of Million",https://surabaya.liputan6.com/read/4652294/polisi-tangkap-pengerah-pekerja-migran-ilegal-di-tulungagung-tipu-puluhan-juta,Liputan6.com,ID,illegal worker
915,BP2MI Secure Three Candidates for Illegal Migrant Workers |Merdeka.com,https://www.merdeka.com/peristiwa/bp2mi-amankan-tiga-calon-pekerja-migran-ilegal.html,Merdeka.com,ID,illegal worker
916,Illegal TKI Transportation Ships that are brave in Malaysia are also rented for shuttle shabu,https://regional.kompas.com/read/2022/01/13/181403478/kapal-pengangkut-tki-ilegal-yang-karam-di-malaysia-juga-disewa-untuk-jemput,Kompas.com - Kompas.com,ID,illegal worker
917,The Malaysian government was urged to investigate the alleged illegal autopsy of TKI,https://www.cnnindonesia.com/internasional/20211226055118-106-738722/pemerintah-malaysia-didesak-usut-dugaan-autopsi-ilegal-tki,CNN Indonesia,ID,illegal worker
918,18 illegal Indonesian migrant workers and one broker were detained at Johor Bahru Malaysia,https://www.beritasatu.com/ekonomi/817163/18-pekerja-migran-indonesia-ilegal-dan-satu-calo-ditahan-di-johor-bahru-malaysia,BeritaSatu.com,ID,illegal worker
919,"Said the syndicate of illegal TKI dealers to Malaysia, the Kepri Regional Police managed to save 7 workers",https://voi.id/berita/85429/ungkap-sindikat-penyalur-tki-ilegal-ke-malaysia-polda-kepri-berhasil-selamatkan-7-tenaga-kerja,VOI.ID,ID,illegal worker
920,The case of illegal PMI forced work in Malaysia is repeated,https://nasional.kompas.com/read/2022/02/18/08593601/kasus-kerja-paksa-pmi-ilegal-di-malaysia-yang-berulang?page=all,Kompas.com - Nasional Kompas.com,ID,illegal worker
921,"Ministry of Manpower found candidates for illegal migrant workers in Batam, the community was asked to be careful",https://money.kompas.com/read/2021/08/18/094420426/kemenaker-dapati-calon-pekerja-migran-ilegal-di-batam-masyarakat-diminta-hati?page=all,Kompas.com - Kompas.com,ID,illegal worker
922,2 smugglers 52 illegal PMI from North Sumatra to Malaysia were arrested by police,https://news.detik.com/berita/d-5914407/2-penyelundup-52-pmi-ilegal-dari-sumut-ke-malaysia-diringkus-polisi,detikNews,ID,illegal worker
923,"A number of illegal Pinjol employees recognition in PIK, some are tempted by salaries and new daily workers",https://www.tribunnews.com/metropolitan/2022/01/27/sejumlah-pengakuan-karyawan-pinjol-ilegal-di-pik-ada-yang-tergiur-gaji-dan-baru-sehari-kerja,Tribunnews.com,ID,illegal worker
924,Wagely helps workers avoid illegal Pinjol,https://finansial.bisnis.com/read/20220209/55/1498742/wagely-turut-bantu-pekerja-hindari-pinjol-ilegal,Bisnis.com,ID,illegal worker
925,Puzzle sender 17 candidates for illegal migrant workers from East Java abroad,https://jatim.liputan6.com/read/4862854/teka-teki-pengirim-17-calon-pekerja-migran-ilegal-dari-jawa-timur-ke-luar-negeri,Liputan6.com,ID,illegal worker
926,The story of Indonesian illegal workers in the UK,https://www.antaranews.com/berita/1538256/kisah-pekerja-ilegal-indonesia-di-inggris,ANTARA,ID,illegal worker
927,Tanjung Balai District Police Arrest 2 TKI Smugglers to Malaysia,https://medan.kompas.com/read/2022/02/11/095714678/polres-tanjung-balai-tangkap-2-penyelundup-tki-ke-malaysia,Kompas.com - Kompas.com,ID,illegal worker
928,"Wanting to Malaysia, 20 illegal migrant workers can actually be in Asahan",https://sumut.inews.id/berita/hendak-ke-malaysia-20-pekerja-migran-ilegal-malah-telantar-di-asahan,Sumut,ID,illegal worker
929,Hundreds of illegal migrant workers from NTT were deported from Malaysia |Merdeka.com,https://www.merdeka.com/peristiwa/ratusan-pekerja-migran-ilegal-asal-ntt-dideportasi-dari-malaysia.html,Merdeka.com,ID,illegal worker
930,"It is suspected that prospective illegal migrant workers, Semarang Immigration delayed hundreds of passport requests",https://www.suaramerdeka.com/semarang-raya/pr-042281710/diduga-calon-pekerja-migran-ilegal-imigrasi-semarang-tunda-ratusan-permohonan-paspor,Suara Merdeka - Suara Merdeka Network,ID,illegal worker
931,"Case of High Illegal Labor, PMI School was established in NTT",https://www.kompas.id/baca/nusantara/2021/08/31/kasus-tenaga-kerja-indonesia-ilegal-tinggi-sekolah-pmi-didirikan-di-ntt,kompas.id,ID,illegal worker
932,The story of Indonesian illegal workers in the UK facing a pandemic,https://www.republika.co.id/berita/qbigml383/kisah-pekerja-ilegal-indonesia-di-inggris-hadapi-pandemi,Republika Online,ID,illegal worker
933,Long Makes IDR 4.5 Million Every Delivery of Illegal TKI from Lombok |Law,https://www.gatra.com/news-532963-Hukum-long-meraup-rp45-juta-setiap-pengiriman-tki-ilegal-asal-lombok-.html,Gatra,ID,illegal worker
934,"After the case of the ship sank in Bengkalis, 4 smugglers of illegal TKI arrested |Merdeka.com",https://www.merdeka.com/peristiwa/buntut-kasus-kapal-tenggelam-di-bengkalis-4-penyelundup-tki-ilegal-ditangkap.html,Merdeka.com,ID,illegal worker
935,KSP strives to cut the departure of migrant workers illegally,https://www.antaranews.com/berita/2519277/ksp-berupaya-pangkas-pemberangkatan-pekerja-migran-secara-ilegal,ANTARA,ID,illegal worker
936,Closing the space for illegal migrant workers brokers,https://www.kompas.tv/article/244641/menutup-ruang-gerak-calo-pekerja-migran-ilegal,Kompas TV,ID,illegal worker
937,"BP2MI: Illegal TKI Delivery Business is still high, there are individuals!",https://ekonomi.bisnis.com/read/20201122/12/1320807/bp2mi-bisnis-pengiriman-tki-ilegal-masih-tinggi-ada-oknum,Bisnis.com,ID,illegal worker
938,Human trafficking raises alarm in divided Cyprus,https://www.thesundaily.my/world/human-trafficking-raises-alarm-in-divided-cyprus-IK9084596,The Sun Daily,MY,human trafficking
939,"‘Beyond troubling’: Current, former government officials tied to human trafficking probe in Georgia",https://www.usatoday.com/in-depth/news/investigations/2022/04/19/georgia-trafficking-farmworker-forced-labor-probe-government-ties/9490474002/,USA TODAY,MY,human trafficking
940,'Operation Safe Passage' raising awareness of human trafficking: Va. State Police,https://wjla.com/news/local/human-trafficking-virginia-i95-operation-safe-passage-state-police-troopers-ice-homeland-security-education-raising-awareness-truckers-partners-monday-april-18-2022-wednesday-april-20-2022,WJLA,MY,human trafficking
941,Human trafficking ICON training now available,https://medcom.uiowa.edu/theloop/announcements/human-trafficking-icon-training-now-available,The Loop - University of Iowa Health Care,MY,human trafficking
942,Fighting human trafficking in Tampa Bay,https://www.bizjournals.com/tampabay/news/2022/04/19/fighting-human-trafficking-in-tampa-bay.html,Tampa Bay Business Journal - The Business Journals,MY,human trafficking
943,Egypt sentences TikTok star to 3 years for 'human trafficking',https://www.middleeastmonitor.com/20220419-egypt-sentences-tiktok-star-to-3-years-for-human-trafficking/,Middle East Monitor,MY,human trafficking
944,"Human trafficking tales: Taser torture, low wages among woes faced by victims",https://www.thestar.com.my/news/nation/2022/04/12/human-trafficking-tales-taser-torture-low-wages-among-woes-faced-by-victims,The Star Online,MY,human trafficking
945,Doing the right thing to end human trafficking,https://www.thestar.com.my/news/nation/2022/03/23/doing-the-right-thing-to-end-human-trafficking,The Star Online,MY,human trafficking
946,Canton Man Arrested for Sex Trafficking a Minor,https://www.justice.gov/usao-ma/pr/canton-man-arrested-sex-trafficking-minor,Department of Justice,MY,human trafficking
947,Human trafficking panel scheduled for April 19 in Billings,https://www.montanarightnow.com/news/human-trafficking-panel-scheduled-for-april-19-in-billings/article_fd436eae-73d9-5ea1-86d4-678f12fb0301.html,Montana Right Now,MY,human trafficking
948,Forced Labour Data Ecosystem Study: Mapping country-level data available pertaining to forced labour and human trafficking. For national Consultants,https://reliefweb.int/job/3838300/forced-labour-data-ecosystem-study-mapping-country-level-data-available-pertaining,ReliefWeb,MY,human trafficking
949,Sidney business shut down following human trafficking investigation,https://www.whio.com/news/local/sidney-business-shut-down-following-human-trafficking-investigation/GA2SB5ULQBH43GKDIHM3ZEHZFA/,WHIO,MY,human trafficking
950,"Human trafficking: Beware of fake recruitment agencies, says Michael Chong",https://www.thestar.com.my/news/nation/2022/04/13/human-trafficking-beware-of-fake-recruitment-agencies-says-michael-chong,The Star Online,MY,human trafficking
951,Nightspot operator withheld passports and salaries of 3 women; jailed 41 months for labour trafficking,https://www.channelnewsasia.com/singapore/mom-labour-trafficking-entertainment-outlet-operator-jailed-41-months-2633891,CNA,MY,human trafficking
952,Crime family faces prison after human trafficking of construction workers,https://www.constructionnews.co.uk/news/crime-family-faces-prison-after-human-trafficking-of-construction-workers-19-04-2022/,Construction News,MY,human trafficking
953,More time needed in human-trafficking trial,https://www.simcoereformer.ca/news/local-news/more-time-needed-in-human-trafficking-trial,Simcoe Reformer,MY,human trafficking
